,Season,Date,Time,Home,Away,Home_goals,Away_goals,Result,AvgCH,AvgCD,AvgCA
1224,2018/2019,2019-04-07,13:30:00,St. Polten,Wolfsberger AC,1,3,A,3.2,3.26,2.23
1225,2018/2019,2019-04-07,16:00:00,LASK,Salzburg,0,2,A,3.58,3.42,2.02
1226,2018/2019,2019-04-13,16:00:00,Hartberg,Altach,0,1,A,3.05,3.35,2.25
1227,2018/2019,2019-04-13,16:00:00,SK Rapid,Mattersburg,2,1,H,1.44,4.48,6.53
1228,2018/2019,2019-04-13,16:00:00,Wacker Innsbruck,Admira,1,3,A,2.25,3.25,3.14
1229,2018/2019,2019-04-14,13:30:00,Wolfsberger AC,Austria Vienna,1,1,D,2.06,3.33,3.51
1230,2018/2019,2019-04-14,13:30:00,LASK,St. Polten,0,0,D,1.18,6.51,14.7
1231,2018/2019,2019-04-14,16:00:00,Salzburg,Sturm Graz,3,1,H,1.22,5.99,11.55
1232,2018/2019,2019-04-20,16:00:00,Admira,Hartberg,2,1,H,1.75,3.73,4.34
1233,2018/2019,2019-04-20,16:00:00,Altach,SK Rapid,2,2,D,3.06,3.32,2.25
1234,2018/2019,2019-04-20,16:00:00,Mattersburg,Wacker Innsbruck,3,1,H,1.9,3.54,3.84
1235,2018/2019,2019-04-21,13:30:00,St. Polten,Salzburg,1,1,D,14.79,7.34,1.16
1236,2018/2019,2019-04-21,13:30:00,Sturm Graz,Wolfsberger AC,1,2,A,2.23,3.24,3.17
1237,2018/2019,2019-04-21,16:00:00,Austria Vienna,LASK,2,2,D,3.68,3.37,1.99
1238,2018/2019,2019-04-23,18:00:00,Admira,Mattersburg,0,2,A,2.3,3.37,2.93
1239,2018/2019,2019-04-23,18:00:00,Hartberg,SK Rapid,2,4,A,6.35,4.95,1.4
1240,2018/2019,2019-04-23,18:00:00,Wacker Innsbruck,Altach,0,4,A,3.26,3.41,2.12
1241,2018/2019,2019-04-24,18:00:00,Austria Vienna,St. Polten,2,2,D,1.84,3.54,4.07
1242,2018/2019,2019-04-24,18:00:00,LASK,Sturm Graz,1,2,A,1.58,3.85,5.54
1243,2018/2019,2019-04-24,18:00:00,Salzburg,Wolfsberger AC,3,1,H,1.23,5.92,10.97
1244,2018/2019,2019-04-27,16:00:00,Altach,Wacker Innsbruck,1,4,A,1.87,3.62,3.83
1245,2018/2019,2019-04-27,16:00:00,Mattersburg,Admira,1,1,D,1.92,3.52,3.77
1246,2018/2019,2019-04-27,16:00:00,SK Rapid,Hartberg,3,4,A,1.28,5.78,8.57
1247,2018/2019,2019-04-28,13:30:00,Wolfsberger AC,Salzburg,2,1,H,5.85,4.33,1.49
1248,2018/2019,2019-04-28,13:30:00,St. Polten,Austria Vienna,1,2,A,2.9,3.26,2.38
1249,2018/2019,2019-04-28,16:00:00,Sturm Graz,LASK,2,3,A,3.5,3.4,2.04
1250,2018/2019,2019-05-04,16:00:00,Admira,SK Rapid,3,4,A,5.0,4.28,1.57
1251,2018/2019,2019-05-04,16:00:00,Mattersburg,Altach,0,0,D,2.17,3.27,3.29
1252,2018/2019,2019-05-04,16:00:00,Wacker Innsbruck,Hartberg,1,0,H,1.97,3.76,3.36
1253,2018/2019,2019-05-05,13:30:00,LASK,Wolfsberger AC,3,0,H,1.64,3.81,5.07
1254,2018/2019,2019-05-05,13:30:00,St. Polten,Sturm Graz,0,1,A,3.4,3.38,2.07
1255,2018/2019,2019-05-05,16:00:00,Austria Vienna,Salzburg,1,2,A,4.3,3.82,1.74
1256,2018/2019,2019-05-11,16:00:00,Altach,Admira,2,2,D,1.92,3.61,3.69
1257,2018/2019,2019-05-11,16:00:00,Hartberg,Mattersburg,2,1,H,2.91,3.45,2.28
1258,2018/2019,2019-05-11,16:00:00,SK Rapid,Wacker Innsbruck,1,0,H,1.27,5.87,8.77
1259,2018/2019,2019-05-12,13:30:00,Wolfsberger AC,St. Polten,4,0,H,1.61,3.85,5.36
1260,2018/2019,2019-05-12,13:30:00,Sturm Graz,Austria Vienna,1,3,A,2.29,3.31,3.01
1261,2018/2019,2019-05-12,16:00:00,Salzburg,LASK,2,1,H,1.61,4.25,4.64
1262,2018/2019,2019-05-18,16:00:00,Admira,Wacker Innsbruck,3,2,H,2.35,3.63,2.71
1263,2018/2019,2019-05-18,16:00:00,Altach,Hartberg,3,1,H,1.93,3.63,3.62
1264,2018/2019,2019-05-18,16:00:00,Mattersburg,SK Rapid,1,0,H,3.81,3.91,1.81
1265,2018/2019,2019-05-19,16:00:00,Austria Vienna,Wolfsberger AC,2,0,H,2.23,3.41,3.04
1266,2018/2019,2019-05-19,16:00:00,St. Polten,LASK,0,1,A,6.04,4.3,1.49
1267,2018/2019,2019-05-19,16:00:00,Sturm Graz,Salzburg,1,2,A,3.8,3.72,1.86
1268,2018/2019,2019-05-25,16:00:00,Hartberg,Admira,3,1,H,1.56,4.47,4.84
1269,2018/2019,2019-05-25,16:00:00,SK Rapid,Altach,1,2,A,1.87,3.73,3.67
1270,2018/2019,2019-05-25,16:00:00,Wacker Innsbruck,Mattersburg,4,0,H,1.45,4.64,5.88
1271,2018/2019,2019-05-26,16:00:00,Wolfsberger AC,Sturm Graz,2,1,H,1.99,3.56,3.47
1272,2018/2019,2019-05-26,16:00:00,LASK,Austria Vienna,5,2,H,2.48,3.38,2.67
1273,2018/2019,2019-05-26,16:00:00,Salzburg,St. Polten,7,0,H,1.08,10.22,23.93
1274,2018/2019,2019-05-28,18:00:00,SK Rapid,Mattersburg,2,0,H,1.43,4.5,6.59
1275,2018/2019,2019-05-30,16:00:00,SK Rapid,Sturm Graz,1,2,A,1.65,3.9,4.84
1276,2018/2019,2019-06-02,16:00:00,Sturm Graz,SK Rapid,0,1,A,2.99,3.58,2.18
1277,2019/2020,2019-07-26,19:45:00,SK Rapid,Salzburg,0,2,A,3.73,3.73,1.88
1278,2019/2020,2019-07-27,16:00:00,Admira,Wolfsberger AC,0,3,A,3.86,3.6,1.88
1279,2019/2020,2019-07-27,16:00:00,Tirol,Austria Vienna,3,1,H,3.68,3.52,1.95
1280,2019/2020,2019-07-28,16:00:00,LASK,Altach,2,0,H,1.5,4.15,6.14
1281,2019/2020,2019-07-28,16:00:00,Mattersburg,Hartberg,2,1,H,1.88,3.68,3.76
1282,2019/2020,2019-07-28,16:00:00,Sturm Graz,St. Polten,3,0,H,1.69,3.72,4.76
1283,2019/2020,2019-08-03,16:00:00,Altach,Tirol,3,2,H,1.83,3.62,4.01
1284,2019/2020,2019-08-03,16:00:00,Austria Vienna,LASK,0,3,A,3.74,3.64,1.9
1285,2019/2020,2019-08-03,16:00:00,Hartberg,Admira,4,1,H,2.18,3.49,3.08
1286,2019/2020,2019-08-04,16:00:00,Wolfsberger AC,Sturm Graz,0,1,A,2.24,3.43,2.99
1287,2019/2020,2019-08-04,16:00:00,Salzburg,Mattersburg,4,1,H,1.13,8.02,17.48
1288,2019/2020,2019-08-04,16:00:00,St. Polten,SK Rapid,2,2,D,5.56,4.43,1.5
1289,2019/2020,2019-08-10,16:00:00,Admira,LASK,0,1,A,6.08,4.33,1.48
1290,2019/2020,2019-08-10,16:00:00,SK Rapid,Altach,2,1,H,1.59,4.12,5.0
1291,2019/2020,2019-08-10,16:00:00,Salzburg,Wolfsberger AC,5,2,H,1.28,5.5,9.17
1292,2019/2020,2019-08-11,16:00:00,Hartberg,Sturm Graz,1,0,H,3.86,3.87,1.81
1293,2019/2020,2019-08-11,16:00:00,Mattersburg,Austria Vienna,1,5,A,2.65,3.32,2.55
1294,2019/2020,2019-08-11,16:00:00,Tirol,St. Polten,1,1,D,2.03,3.59,3.34
1295,2019/2020,2019-08-17,16:00:00,Wolfsberger AC,Mattersburg,5,0,H,1.37,4.76,7.35
1296,2019/2020,2019-08-17,16:00:00,LASK,Tirol,1,1,D,1.43,4.5,6.66
1297,2019/2020,2019-08-17,16:00:00,St. Polten,Salzburg,0,6,A,15.62,7.83,1.14
1298,2019/2020,2019-08-18,16:00:00,Altach,Hartberg,3,3,D,1.53,4.27,5.41
1299,2019/2020,2019-08-18,16:00:00,Austria Vienna,Admira,1,1,D,1.69,3.81,4.62
1300,2019/2020,2019-08-18,16:00:00,Sturm Graz,SK Rapid,0,1,A,2.66,3.42,2.48
1301,2019/2020,2019-08-24,16:00:00,Wolfsberger AC,Altach,5,2,H,1.77,3.83,4.09
1302,2019/2020,2019-08-24,16:00:00,Mattersburg,St. Polten,0,1,A,2.25,3.45,2.97
1303,2019/2020,2019-08-24,16:00:00,SK Rapid,LASK,1,2,A,2.36,3.38,2.86
1304,2019/2020,2019-08-25,16:00:00,Hartberg,Austria Vienna,2,2,D,2.96,3.64,2.18
1305,2019/2020,2019-08-25,16:00:00,Salzburg,Admira,5,0,H,1.05,12.34,29.69
1306,2019/2020,2019-08-25,16:00:00,Sturm Graz,Tirol,2,0,H,1.68,3.78,4.71
1307,2019/2020,2019-08-31,16:00:00,Admira,Mattersburg,1,3,A,2.23,3.46,3.01
1308,2019/2020,2019-08-31,16:00:00,LASK,Wolfsberger AC,0,1,A,1.9,3.58,3.8
1309,2019/2020,2019-08-31,16:00:00,Tirol,Salzburg,1,5,A,13.97,8.24,1.15
1310,2019/2020,2019-09-01,16:00:00,Altach,Sturm Graz,1,2,A,2.75,3.29,2.48
1311,2019/2020,2019-09-01,16:00:00,Austria Vienna,SK Rapid,1,3,A,2.73,3.71,2.31
1312,2019/2020,2019-09-01,16:00:00,St. Polten,Hartberg,1,3,A,2.21,3.56,2.97
1313,2019/2020,2019-09-14,16:00:00,Mattersburg,Tirol,0,2,A,2.24,3.53,2.93
1314,2019/2020,2019-09-14,16:00:00,Salzburg,Hartberg,7,2,H,1.05,12.97,24.8
1315,2019/2020,2019-09-14,16:00:00,Sturm Graz,LASK,0,2,A,3.38,3.44,2.06
1316,2019/2020,2019-09-15,13:30:00,Altach,St. Polten,6,0,H,1.6,4.08,4.98
1317,2019/2020,2019-09-15,13:30:00,SK Rapid,Admira,5,0,H,1.31,5.41,8.33
1318,2019/2020,2019-09-15,16:00:00,Wolfsberger AC,Austria Vienna,3,0,H,1.51,4.43,5.57
1319,2019/2020,2019-09-21,16:00:00,Admira,St. Polten,1,1,D,2.29,3.43,2.91
1320,2019/2020,2019-09-21,16:00:00,Mattersburg,Sturm Graz,3,3,D,4.03,3.58,1.84
1321,2019/2020,2019-09-21,16:00:00,Tirol,SK Rapid,0,2,A,4.7,4.23,1.61
1322,2019/2020,2019-09-22,13:30:00,Austria Vienna,Altach,2,0,H,2.18,3.7,2.93
1323,2019/2020,2019-09-22,13:30:00,Hartberg,Wolfsberger AC,0,2,A,4.58,4.26,1.62
1324,2019/2020,2019-09-22,16:00:00,LASK,Salzburg,2,2,D,2.9,3.53,2.25
1325,2019/2020,2019-09-28,16:00:00,Salzburg,Austria Vienna,4,1,H,1.17,7.62,11.86
1326,2019/2020,2019-09-28,16:00:00,St. Polten,LASK,0,3,A,8.74,5.11,1.32
1327,2019/2020,2019-09-28,16:00:00,Wolfsberger AC,Tirol,2,2,D,1.27,5.76,9.25
1328,2019/2020,2019-09-29,13:30:00,Altach,Mattersburg,0,2,A,1.6,4.13,4.97
1329,2019/2020,2019-09-29,13:30:00,Sturm Graz,Admira,4,1,H,1.43,4.4,6.81
1330,2019/2020,2019-09-29,16:00:00,SK Rapid,Hartberg,3,3,D,1.21,6.73,10.54
1331,2019/2020,2019-10-05,16:00:00,Admira,Tirol,3,1,H,2.6,3.44,2.53
1332,2019/2020,2019-10-05,16:00:00,Mattersburg,SK Rapid,2,3,A,4.77,4.22,1.6
1333,2019/2020,2019-10-05,16:00:00,Salzburg,Altach,6,0,H,1.14,8.18,14.11
1334,2019/2020,2019-10-06,13:30:00,Hartberg,LASK,1,2,A,6.64,5.07,1.38
1335,2019/2020,2019-10-06,13:30:00,Wolfsberger AC,St. Polten,4,0,H,1.29,5.75,8.31
1336,2019/2020,2019-10-06,16:00:00,Austria Vienna,Sturm Graz,1,0,H,2.74,3.52,2.38
1337,2019/2020,2019-10-19,16:00:00,Altach,Admira,1,4,A,1.76,3.74,4.25
1338,2019/2020,2019-10-19,16:00:00,LASK,Mattersburg,7,2,H,1.18,6.96,12.91
1339,2019/2020,2019-10-19,16:00:00,Sturm Graz,Salzburg,1,1,D,7.05,4.94,1.38
1340,2019/2020,2019-10-20,13:30:00,St. Polten,Austria Vienna,2,2,D,3.24,3.58,2.07
1341,2019/2020,2019-10-20,13:30:00,Tirol,Hartberg,0,1,A,1.99,3.89,3.22
1342,2019/2020,2019-10-20,16:00:00,SK Rapid,Wolfsberger AC,1,1,D,2.3,3.68,2.75
1343,2019/2020,2019-10-26,16:00:00,Austria Vienna,Tirol,2,3,A,1.59,4.25,4.89
1344,2019/2020,2019-10-26,16:00:00,Hartberg,Mattersburg,3,1,H,1.89,4.04,3.4
1345,2019/2020,2019-10-26,16:00:00,St. Polten,Sturm Graz,0,4,A,4.04,3.73,1.8
1346,2019/2020,2019-10-27,13:30:00,Altach,LASK,0,1,A,6.01,4.33,1.49
1347,2019/2020,2019-10-27,13:30:00,Wolfsberger AC,Admira,2,2,D,1.34,5.16,7.58
1348,2019/2020,2019-10-27,16:00:00,Salzburg,SK Rapid,3,2,H,1.3,5.69,7.89
1349,2019/2020,2019-11-02,16:00:00,Mattersburg,Salzburg,0,3,A,14.67,8.78,1.13
1350,2019/2020,2019-11-02,16:00:00,SK Rapid,St. Polten,0,1,A,1.25,5.78,10.12
1351,2019/2020,2019-11-02,16:00:00,Sturm Graz,Wolfsberger AC,0,4,A,2.74,3.44,2.41
1352,2019/2020,2019-11-03,13:30:00,Admira,Hartberg,0,1,A,2.14,3.65,3.06
1353,2019/2020,2019-11-03,13:30:00,Tirol,Altach,0,4,A,2.51,3.45,2.61
1354,2019/2020,2019-11-03,16:00:00,LASK,Austria Vienna,2,0,H,1.3,5.54,8.18
1355,2019/2020,2019-11-09,16:00:00,Altach,SK Rapid,0,3,A,3.68,3.68,1.9
1356,2019/2020,2019-11-09,16:00:00,St. Polten,Tirol,5,1,H,2.19,3.54,3.02
1357,2019/2020,2019-11-09,16:00:00,Sturm Graz,Hartberg,3,1,H,1.45,4.69,6.0
1358,2019/2020,2019-11-10,13:30:00,Austria Vienna,Mattersburg,2,1,H,1.69,4.14,4.22
1359,2019/2020,2019-11-10,13:30:00,LASK,Admira,1,0,H,1.18,6.9,12.91
1360,2019/2020,2019-11-10,16:00:00,Wolfsberger AC,Salzburg,0,3,A,4.98,4.66,1.53
1361,2019/2020,2019-11-23,16:00:00,Mattersburg,Wolfsberger AC,1,4,A,6.66,5.04,1.39
1362,2019/2020,2019-11-23,16:00:00,Salzburg,St. Polten,2,2,D,1.07,11.37,22.2
1363,2019/2020,2019-11-23,16:00:00,Tirol,LASK,0,2,A,9.07,5.38,1.29
1364,2019/2020,2019-11-24,13:30:00,Admira,Austria Vienna,0,0,D,3.0,3.48,2.22
1365,2019/2020,2019-11-24,13:30:00,Hartberg,Altach,2,1,H,2.38,3.52,2.73
1366,2019/2020,2019-11-24,16:00:00,SK Rapid,Sturm Graz,1,1,D,1.83,3.76,3.92
1367,2019/2020,2019-11-30,16:00:00,Austria Vienna,Hartberg,5,0,H,1.7,4.07,4.27
1368,2019/2020,2019-11-30,16:00:00,St. Polten,Mattersburg,0,0,D,1.8,3.81,3.97
1369,2019/2020,2019-11-30,16:00:00,Tirol,Sturm Graz,1,5,A,3.82,3.61,1.88
1370,2019/2020,2019-12-01,13:30:00,Admira,Salzburg,1,1,D,13.31,7.65,1.16
1371,2019/2020,2019-12-01,13:30:00,Altach,Wolfsberger AC,2,1,H,4.05,3.94,1.76
1372,2019/2020,2019-12-01,16:00:00,LASK,SK Rapid,0,4,A,1.72,3.76,4.5
1373,2019/2020,2019-12-07,16:00:00,Hartberg,St. Polten,3,2,H,2.31,3.59,2.8
1374,2019/2020,2019-12-07,16:00:00,Salzburg,Tirol,5,1,H,1.06,11.84,24.03
1375,2019/2020,2019-12-07,16:00:00,Wolfsberger AC,LASK,1,3,A,3.02,3.41,2.24
1376,2019/2020,2019-12-08,13:30:00,Mattersburg,Admira,1,2,A,3.0,3.26,2.33
1377,2019/2020,2019-12-08,13:30:00,Sturm Graz,Altach,1,2,A,1.7,3.79,4.59
1378,2019/2020,2019-12-08,16:00:00,SK Rapid,Austria Vienna,2,2,D,1.68,4.08,4.41
1379,2019/2020,2019-12-14,16:00:00,Admira,SK Rapid,0,3,A,5.87,4.43,1.48
1380,2019/2020,2019-12-14,16:00:00,Hartberg,Salzburg,2,2,D,8.93,6.6,1.24
1381,2019/2020,2019-12-14,16:00:00,St. Polten,Altach,0,3,A,2.27,3.42,2.97
1382,2019/2020,2019-12-15,13:30:00,Austria Vienna,Wolfsberger AC,1,1,D,2.65,3.8,2.33
1383,2019/2020,2019-12-15,13:30:00,Tirol,Mattersburg,1,3,A,1.91,3.64,3.65
1384,2019/2020,2019-12-15,16:00:00,LASK,Sturm Graz,3,3,D,1.52,4.1,5.91
1385,2019/2020,2020-02-14,18:00:00,Salzburg,LASK,2,3,A,1.75,3.98,3.99
1386,2019/2020,2020-02-15,16:00:00,Altach,Austria Vienna,2,2,D,2.81,3.59,2.29
1387,2019/2020,2020-02-15,16:00:00,Wolfsberger AC,Hartberg,3,0,H,1.34,5.49,6.98
1388,2019/2020,2020-02-16,13:30:00,St. Polten,Admira,2,2,D,2.14,3.39,3.23
1389,2019/2020,2020-02-16,13:30:00,Sturm Graz,Mattersburg,1,2,A,1.75,3.8,4.25
1390,2019/2020,2020-02-16,16:00:00,SK Rapid,Tirol,2,0,H,1.23,6.38,9.86
1391,2019/2020,2020-02-22,16:00:00,Admira,Sturm Graz,0,2,A,3.22,3.44,2.12
1392,2019/2020,2020-02-22,16:00:00,Mattersburg,Altach,0,0,D,2.7,3.43,2.44
1393,2019/2020,2020-02-22,16:00:00,Tirol,Wolfsberger AC,2,0,H,4.25,4.03,1.7
1394,2019/2020,2020-02-23,13:30:00,Hartberg,SK Rapid,2,2,D,4.87,4.47,1.56
1395,2019/2020,2020-02-23,13:30:00,LASK,St. Polten,4,1,H,1.26,5.68,10.13
1396,2019/2020,2020-02-23,16:00:00,Austria Vienna,Salzburg,2,2,D,5.07,4.54,1.53
1397,2019/2020,2020-03-01,16:00:00,LASK,Hartberg,5,1,H,1.21,6.54,11.39
1398,2019/2020,2020-03-01,16:00:00,SK Rapid,Mattersburg,3,1,H,1.26,5.6,9.92
1399,2019/2020,2020-03-01,16:00:00,St. Polten,Wolfsberger AC,0,4,A,4.5,4.08,1.66
1400,2019/2020,2020-03-01,16:00:00,Sturm Graz,Austria Vienna,1,1,D,2.09,3.56,3.2
1401,2019/2020,2020-03-01,16:00:00,Tirol,Admira,1,1,D,2.05,3.55,3.32
1402,2019/2020,2020-03-02,18:00:00,Altach,Salzburg,3,2,H,5.81,4.78,1.45
1403,2019/2020,2020-03-07,16:00:00,Admira,Altach,2,0,H,2.91,3.23,2.41
1404,2019/2020,2020-03-07,16:00:00,Austria Vienna,St. Polten,0,0,D,1.52,4.41,5.41
1405,2019/2020,2020-03-07,16:00:00,Hartberg,Tirol,0,3,A,2.41,3.57,2.66
1406,2019/2020,2020-03-07,16:00:00,Wolfsberger AC,SK Rapid,2,2,D,2.43,3.63,2.62
1407,2019/2020,2020-03-08,13:30:00,Mattersburg,LASK,0,1,A,6.87,4.7,1.41
1408,2019/2020,2020-03-08,13:30:00,Salzburg,Sturm Graz,2,0,H,1.38,5.11,6.79
1409,2019/2020,2020-06-02,17:30:00,Mattersburg,Altach,1,1,D,2.85,3.28,2.4
1410,2019/2020,2020-06-02,17:30:00,Tirol,St. Polten,0,5,A,2.15,3.45,3.16
1411,2019/2020,2020-06-02,19:30:00,Austria Vienna,Admira,1,0,H,1.68,3.96,4.54
1412,2019/2020,2020-06-03,17:30:00,LASK,Hartberg,1,2,A,1.24,6.22,10.07
1413,2019/2020,2020-06-03,17:30:00,Sturm Graz,Wolfsberger AC,1,2,A,3.1,3.51,2.16
1414,2019/2020,2020-06-03,19:30:00,Salzburg,SK Rapid,2,0,H,1.38,5.04,6.65
1415,2019/2020,2020-06-06,16:00:00,Admira,Mattersburg,0,2,A,2.42,3.29,2.84
1416,2019/2020,2020-06-06,16:00:00,Altach,Tirol,1,1,D,1.79,3.73,4.12
1417,2019/2020,2020-06-06,16:00:00,St. Polten,Austria Vienna,1,1,D,2.77,3.38,2.43
1418,2019/2020,2020-06-07,16:00:00,Hartberg,Salzburg,0,6,A,12.1,7.5,1.17
1419,2019/2020,2020-06-07,16:00:00,Wolfsberger AC,LASK,3,3,D,2.94,3.55,2.24
1420,2019/2020,2020-06-07,18:30:00,SK Rapid,Sturm Graz,4,0,H,1.96,3.61,3.54
1421,2019/2020,2020-06-09,17:30:00,St. Polten,Admira,0,3,A,2.38,3.21,2.96
1422,2019/2020,2020-06-09,17:30:00,Tirol,Mattersburg,1,1,D,2.18,3.51,3.06
1423,2019/2020,2020-06-09,19:30:00,Austria Vienna,Altach,0,2,A,2.03,3.54,3.36
1424,2019/2020,2020-06-10,17:30:00,LASK,SK Rapid,0,1,A,1.77,3.96,3.94
1425,2019/2020,2020-06-10,17:30:00,Wolfsberger AC,Hartberg,2,4,A,1.35,5.28,7.29
1426,2019/2020,2020-06-10,19:30:00,Sturm Graz,Salzburg,1,5,A,8.15,5.69,1.3
1427,2019/2020,2020-06-13,16:00:00,Admira,Tirol,0,3,A,2.13,3.42,3.23
1428,2019/2020,2020-06-13,16:00:00,Altach,St. Polten,2,0,H,1.87,3.72,3.74
1429,2019/2020,2020-06-13,16:00:00,Mattersburg,Austria Vienna,1,4,A,3.02,3.51,2.2
1430,2019/2020,2020-06-14,16:00:00,Hartberg,Sturm Graz,1,2,A,2.75,3.66,2.32
1431,2019/2020,2020-06-14,16:00:00,SK Rapid,Wolfsberger AC,2,1,H,2.21,3.7,2.88
1432,2019/2020,2020-06-14,18:30:00,Salzburg,LASK,3,1,H,1.43,4.77,6.21
1433,2019/2020,2020-06-16,17:30:00,Admira,Altach,1,1,D,3.13,3.28,2.24
1434,2019/2020,2020-06-16,17:30:00,St. Polten,Mattersburg,1,0,H,2.35,3.36,2.88
1435,2019/2020,2020-06-16,19:30:00,Austria Vienna,Tirol,1,0,H,1.88,3.75,3.68
1436,2019/2020,2020-06-17,17:30:00,Hartberg,SK Rapid,0,1,A,6.67,4.9,1.4
1437,2019/2020,2020-06-17,17:30:00,Wolfsberger AC,Salzburg,0,0,D,7.44,5.45,1.33
1438,2019/2020,2020-06-17,19:30:00,LASK,Sturm Graz,4,0,H,1.56,4.23,5.18
1439,2019/2020,2020-06-20,16:00:00,Altach,Admira,1,1,D,1.86,3.55,3.97
1440,2019/2020,2020-06-20,16:00:00,Mattersburg,St. Polten,2,0,H,2.67,3.33,2.52
1441,2019/2020,2020-06-20,16:00:00,Tirol,Austria Vienna,1,2,A,2.98,3.51,2.22
1442,2019/2020,2020-06-21,16:00:00,SK Rapid,Hartberg,0,1,A,1.37,5.03,6.92
1443,2019/2020,2020-06-21,16:00:00,Salzburg,Wolfsberger AC,2,2,D,1.15,7.87,13.86
1444,2019/2020,2020-06-21,18:30:00,Sturm Graz,LASK,0,2,A,4.25,3.77,1.75
1445,2019/2020,2020-06-23,17:30:00,Admira,Austria Vienna,0,2,A,3.45,3.52,2.01
1446,2019/2020,2020-06-23,17:30:00,Altach,Mattersburg,1,1,D,1.91,3.54,3.8
1447,2019/2020,2020-06-23,19:30:00,St. Polten,Tirol,1,1,D,2.34,3.41,2.86
1448,2019/2020,2020-06-24,17:30:00,Hartberg,LASK,1,5,A,8.0,5.57,1.3
1449,2019/2020,2020-06-24,17:30:00,Wolfsberger AC,Sturm Graz,2,0,H,1.9,3.83,3.53
1450,2019/2020,2020-06-24,19:30:00,SK Rapid,Salzburg,2,7,A,6.72,5.1,1.38
1451,2019/2020,2020-06-27,16:00:00,Austria Vienna,St. Polten,2,5,A,1.98,3.62,3.45
1452,2019/2020,2020-06-27,16:00:00,Mattersburg,Admira,1,2,A,2.84,3.24,2.44
1453,2019/2020,2020-06-27,16:00:00,Tirol,Altach,0,1,A,2.95,3.41,2.28
1454,2019/2020,2020-06-28,16:00:00,LASK,Wolfsberger AC,0,1,A,1.71,4.02,4.2
1455,2019/2020,2020-06-28,16:00:00,Salzburg,Hartberg,3,0,H,1.05,13.63,27.14
1456,2019/2020,2020-06-28,18:30:00,Sturm Graz,SK Rapid,2,3,A,3.68,3.67,1.9
1457,2019/2020,2020-06-30,19:30:00,Admira,St. Polten,0,3,A,2.49,3.08,2.89
1458,2019/2020,2020-06-30,19:30:00,Altach,Austria Vienna,1,2,A,2.18,3.52,3.05
1459,2019/2020,2020-06-30,19:30:00,Mattersburg,Tirol,4,1,H,2.49,3.38,2.67
1460,2019/2020,2020-07-01,19:30:00,SK Rapid,LASK,3,1,H,3.1,3.55,2.15
1461,2019/2020,2020-07-01,19:30:00,Salzburg,Sturm Graz,5,2,H,1.12,9.27,15.85
1462,2019/2020,2020-07-02,17:30:00,Hartberg,Wolfsberger AC,3,3,D,5.17,4.67,1.51
1463,2019/2020,2020-07-04,16:00:00,Austria Vienna,Mattersburg,1,0,H,1.62,4.32,4.56
1464,2019/2020,2020-07-04,16:00:00,St. Polten,Altach,2,0,H,2.76,3.66,2.29
1465,2019/2020,2020-07-04,16:00:00,Tirol,Admira,0,0,D,2.66,3.34,2.52
1466,2019/2020,2020-07-05,16:00:00,LASK,Salzburg,0,3,A,4.28,4.59,1.62
1467,2019/2020,2020-07-05,16:00:00,Sturm Graz,Hartberg,1,4,A,2.06,3.93,3.01
1468,2019/2020,2020-07-05,16:00:00,Wolfsberger AC,SK Rapid,3,1,H,1.74,4.16,3.92
1469,2019/2020,2020-07-08,19:30:00,Austria Vienna,Altach,1,0,H,2.21,3.48,3.02
1470,2019/2020,2020-07-11,16:00:00,Austria Vienna,Hartberg,2,3,A,1.86,3.88,3.61
1471,2019/2020,2020-07-15,19:30:00,Hartberg,Austria Vienna,0,0,D,2.79,3.97,2.16
1472,2020/2021,2020-09-11,17:30:00,SK Rapid,Admira,4,1,H,1.37,4.91,7.22
1473,2020/2021,2020-09-11,19:30:00,LASK,Austria Vienna,1,0,H,1.51,4.42,5.63
1474,2020/2021,2020-09-12,16:00:00,Altach,Hartberg,1,1,D,2.04,3.77,3.21
1475,2020/2021,2020-09-13,13:30:00,Ried,Tirol,3,2,H,2.0,3.67,3.37
1476,2020/2021,2020-09-13,13:30:00,St. Polten,Sturm Graz,0,0,D,3.01,3.5,2.22
1477,2020/2021,2020-09-13,16:00:00,Wolfsberger AC,Salzburg,1,3,A,7.68,5.6,1.32
1478,2020/2021,2020-09-19,16:00:00,Salzburg,Altach,4,1,H,1.09,10.15,19.01
1479,2020/2021,2020-09-19,16:00:00,Sturm Graz,SK Rapid,1,1,D,4.31,4.06,1.71
1480,2020/2021,2020-09-19,16:00:00,Tirol,LASK,1,1,D,6.16,4.57,1.46
1481,2020/2021,2020-09-20,13:30:00,Admira,St. Polten,0,5,A,3.1,3.42,2.22
1482,2020/2021,2020-09-20,13:30:00,Hartberg,Wolfsberger AC,0,2,A,3.88,4.05,1.78
1483,2020/2021,2020-09-20,16:00:00,Austria Vienna,Ried,2,1,H,2.01,3.74,3.34
1484,2020/2021,2020-09-26,16:00:00,Altach,Tirol,0,2,A,1.93,3.72,3.55
1485,2020/2021,2020-09-26,16:00:00,Ried,Salzburg,1,3,A,10.71,6.82,1.21
1486,2020/2021,2020-09-26,16:00:00,St. Polten,SK Rapid,1,2,A,3.96,3.82,1.81
1487,2020/2021,2020-09-27,13:30:00,Austria Vienna,Admira,2,2,D,1.45,4.61,6.31
